"timestamp","test_pid","target","final_acc","final_f1","final_auc","inner_best_acc","cost","gamma","feature_set","feature_n","features_used"
2025-11-25 18:27:37.624859,1,"stress_label",0.75,0.666666666666667,0.25,0.544871794871795,2,0.015625,"all_features",36,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_peakarea_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_halpha_mean_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_halpha_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_pright_specent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;eeg_fm_sampent_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:28:14.827017,2,"stress_label",0.75,0.666666666666667,1,0.544871794871795,2,0.015625,"all_features",37,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_mean_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_peakarea_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_halpha_mean_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_lbeta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_c_specent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_halpha_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:28:51.809665,3,"stress_label",0.5,0.5,0.5,0.583333333333333,2,0.03125,"all_features",37,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_peakarea_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_lbeta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_c_specent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_halpha_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;eeg_fm_sampent_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:29:28.243205,4,"stress_label",0,0,0,0.58974358974359,2,0.03125,"all_features",36,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_peakarea_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_halpha_mean_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_lbeta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_c_specent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_halpha_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_lbeta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_fm_theta_mean_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:30:13.617932,5,"stress_label",0.5,0.5,0.5,0.576923076923077,2,0.03125,"all_features",37,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_pkht_mean_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_halpha_mean_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_lbeta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_pright_specent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;eeg_fm_sampent_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:31:03.964505,6,"stress_label",0.5,0.5,0.75,0.564102564102564,2,0.1,"all_features",36,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_peakarea_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_lbeta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_c_specent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;eeg_fm_sampent_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:31:56.588065,7,"stress_label",0.5,0.5,0.75,0.544871794871795,2,0.03125,"all_features",38,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_pkht_mean_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_halpha_mean_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_theta_mean_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_lbeta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_c_specent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_halpha_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;eeg_fm_sampent_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:32:43.660221,8,"stress_label",0.5,0.5,0.5,0.551282051282051,2,0.015625,"all_features",36,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_peakarea_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_halpha_mean_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_c_specent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_halpha_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;eeg_fm_sampent_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:33:34.809522,9,"stress_label",0.5,0.5,0.25,0.57051282051282,2,0.03,"all_features",38,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_peakarea_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tleft_specent_full_change_precond;eeg_tright_halpha_mean_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_lbeta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_c_specent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_halpha_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;eeg_fm_sampent_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
2025-11-25 18:34:25.135727,10,"stress_label",1,1,1,0.538461538461538,2,0.015625,"all_features",35,"hrv_rmssd_full_change_precond;hr_heartrate_bpm_med_abs_full_change_precond;gsr_skin_conductance_eda_tonic_mean_nk_full_change_precond;gsr_skin_conductance_eda_tonic_sd_nk_full_change_precond;gsr_skin_conductance_eda_pkrate_nk_full_change_precond;gsr_skin_conductance_eda_peakarea_nk_full_change_precond;eeg_fl_hbeta_mean_full_change_precond;eeg_fl_specent_full_change_precond;eeg_fr_sampent_full_change_precond;eeg_tleft_theta_mean_full_change_precond;eeg_tleft_lalpha_mean_full_change_precond;eeg_tleft_halpha_mean_full_change_precond;eeg_tleft_lbeta_mean_full_change_precond;eeg_tleft_hbeta_mean_full_change_precond;eeg_tleft_sampent_full_change_precond;eeg_tright_halpha_mean_full_change_precond;eeg_tright_specent_full_change_precond;eeg_t_sampent_full_change_precond;eeg_c_theta_mean_full_change_precond;eeg_c_sampent_full_change_precond;eeg_c_specent_full_change_precond;eeg_pleft_theta_mean_full_change_precond;eeg_pleft_lbeta_mean_full_change_precond;eeg_pright_halpha_mean_full_change_precond;eeg_pright_beta_mean_full_change_precond;eeg_pright_sampent_full_change_precond;eeg_fm_theta_mean_full_change_precond;eeg_fm_lbeta_mean_full_change_precond;eeg_fm_sampent_full_change_precond;pupil_dilation_med_full_change_precond;pupil_dilation_sd_full_change_precond;pupil_asymmetry_full_change_precond;eeg_ab_ratio_full_change_precond;eeg_tb_ratio_full_change_precond;eeg_faa_full_change_precond"
